sample,read_id,upstream_flank_len,core_repeat_len,downstream_flank_len,total_length,cag_units,caa_units,cga_units,event_count,total_event_bp,frameshift_events,in_frame_events,avg_event_length,oof_patterns
H3,m84137_260214_004236_s1/97583242/ccs,50,208,86,344,67,0,0,1,1,1,0,1.0,0
H3,m84137_260214_004236_s1/140116111/ccs,50,209,86,345,14,0,0,3,5,3,0,1.6666666666666667,0
H3,m84137_260214_004236_s1/156762182/ccs,50,210,86,346,70,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/163777077/ccs,50,210,86,346,70,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/59643371/ccs,50,210,86,346,70,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/221386164/ccs,50,210,86,346,70,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/58525692/ccs,50,213,86,349,71,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/106631347/ccs,50,213,86,349,71,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/6296187/ccs,50,213,86,349,71,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/229904154/ccs,50,213,86,349,71,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/240588043/ccs,50,219,80,349,73,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/179177189/ccs,50,213,86,349,71,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/20384177/ccs,50,219,86,355,73,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/116197537/ccs,50,219,86,355,73,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/234557284/ccs,50,219,86,355,73,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/117970048/ccs,50,219,86,355,73,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/251073170/ccs,50,221,86,357,43,0,0,1,2,1,0,2.0,1
H3,m84137_260214_004236_s1/74452739/ccs,50,222,86,358,74,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/133631169/ccs,50,225,86,361,75,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/192677533/ccs,50,225,86,361,75,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/185797610/ccs,50,225,86,361,75,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/105452458/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/127599881/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/264243223/ccs,50,234,83,367,78,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/6100355/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/199823393/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/152245665/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/37686539/ccs,50,231,86,367,77,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/148964628/ccs,50,234,86,370,78,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/46929418/ccs,50,234,86,370,78,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/54268987/ccs,50,235,86,371,52,1,0,1,4,1,0,4.0,1
H3,m84137_260214_004236_s1/142019108/ccs,50,240,86,376,80,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/9242481/ccs,50,240,86,376,80,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/188481767/ccs,50,240,86,376,80,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/116261403/ccs,50,249,86,385,83,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/215157149/ccs,50,249,86,385,83,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/201069480/ccs,50,252,86,388,84,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/52301647/ccs,50,261,86,397,87,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/227934557/ccs,50,273,86,409,91,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/189009428/ccs,50,276,86,412,92,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/110560463/ccs,50,288,86,424,96,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/87819391/ccs,50,300,86,436,100,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/65213815/ccs,50,339,86,475,113,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/151062356/ccs,50,348,86,484,116,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/196608667/ccs,50,378,86,514,126,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/256970128/ccs,50,387,86,523,129,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/254804426/ccs,50,396,86,532,132,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/241634792/ccs,50,456,86,592,152,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/192089354/ccs,50,528,80,658,176,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/40372646/ccs,50,722,86,858,75,1,0,6,14,6,0,2.3333333333333335,5
H3,m84137_260214_004236_s1/83953386/ccs,50,1029,46,1125,343,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/65142949/ccs,50,1688,46,1784,285,0,0,1,2,1,0,2.0,1
H3,m84137_260214_004236_s1/114360859/ccs,50,3235,52,3337,317,0,0,5,10,5,0,2.0,5
H3,m84137_260214_004236_s1/153878978/ccs,50,154,98,302,3,0,0,7,19,4,3,2.7142857142857144,0
H3,m84137_260214_004236_s1/20579296/ccs,56,171,87,314,26,1,0,9,27,7,2,3.0,1
H3,m84137_260214_004236_s1/17175118/ccs,50,176,90,316,21,1,0,8,14,8,0,1.75,3
H3,m84137_260214_004236_s1/104403178/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/40963177/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/92868675/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/239081164/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/51448297/ccs,50,149,87,286,28,0,0,1,2,1,0,2.0,0
H3,m84137_260214_004236_s1/29819964/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/85721411/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/120194744/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/250549630/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/29362581/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/137104882/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/96540593/ccs,50,163,82,295,35,0,0,3,4,3,0,1.3333333333333333,1
H3,m84137_260214_004236_s1/198247231/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/119149569/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/133370706/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/173740034/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/246681936/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/261161625/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/245498727/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/168367505/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/53872846/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/208864378/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/104991813/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/239666621/ccs,50,159,87,296,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/159584607/ccs,50,160,86,296,19,0,0,1,1,1,0,1.0,0
H3,m84137_260214_004236_s1/55248880/ccs,50,161,86,297,23,1,0,1,5,1,0,5.0,0
H3,m84137_260214_004236_s1/208340909/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/76742916/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/238489142/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/11995052/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/8063210/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/8719306/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/50464937/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/62324842/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/41223703/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/59967306/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/42795053/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/66192284/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/66388946/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/91949946/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/74711094/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/123210096/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/117770975/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/130353464/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/105579414/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/122553781/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/137167264/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/163056592/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/154863668/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/185993209/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/176095961/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/178717714/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/225771740/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/205786021/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/11015950/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/59118415/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/110235444/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/111415959/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/234755659/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/216732954/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/217911782/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/1966770/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/131991022/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/190058049/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/256641536/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/209519009/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/28706544/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/143987338/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/6553743/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/12323039/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/30212574/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/33819570/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/42731563/ccs,50,159,89,298,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/94896979/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/125962956/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/121439755/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/111282642/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/190449001/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/173673140/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/176357485/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/184289946/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/234357774/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/266208409/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/4133159/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/6098763/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/7148043/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/35065025/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/31199707/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/62394459/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/46599939/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/92409685/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/93916423/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/118952465/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/177147700/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/177934104/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/203493907/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/181737392/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/237769739/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/243470522/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/147719005/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/19404247/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/266929061/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/221189122/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/105776674/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/135662008/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/108598240/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/174654245/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/35719052/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/124721028/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/35590920/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/137038643/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/245303393/ccs,50,162,87,299,54,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/206571163/ccs,50,163,86,299,14,1,0,1,4,1,0,4.0,1
H3,m84137_260214_004236_s1/9241287/ccs,50,168,82,300,12,0,0,2,6,2,0,3.0,0
H3,m84137_260214_004236_s1/39063667/ccs,50,159,91,300,53,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/11605208/ccs,50,164,86,300,3,0,0,1,2,1,0,2.0,0
H3,m84137_260214_004236_s1/101387795/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/61014672/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/49218146/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/182060327/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/258739134/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/204805146/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/34866722/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/58525630/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/46467991/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/46795274/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/91621794/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/99748696/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/240194285/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/128974986/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/141165303/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/161942256/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/188219443/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/191955118/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/197918876/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/177408124/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/198313326/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/207555176/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/208669587/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/209126825/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/230820423/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/252577592/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/236980126/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/239076144/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/246220495/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/12063961/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/53613755/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/45946094/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/96996872/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/111874529/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/113383297/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/137434470/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/226430040/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/183112346/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/183243612/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/228396738/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/230887872/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/231478789/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/244845892/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/248190641/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/249893694/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/74516161/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/85395624/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/75696202/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/179438909/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/72748226/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/168301844/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/207230057/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/214110615/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/88346624/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/137561439/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/144774814/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/92344121/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/134746391/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/238229184/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/142279923/ccs,50,164,87,301,10,0,0,1,2,1,0,2.0,1
H3,m84137_260214_004236_s1/196806554/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/195429818/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/21173168/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/14816379/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/78122151/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/18220557/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/29230213/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/13697340/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/8981106/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/66718450/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/85918283/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/78643515/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/93652830/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/108857600/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/115081421/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/115869254/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/168167950/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/218302460/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/220398392/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/221447608/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/264111250/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/246285223/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/264963614/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/24975125/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/9245169/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/72882047/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/76223213/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/96604863/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/125702498/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/126029736/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/141955557/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/143397354/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/143199557/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H3,m84137_260214_004236_s1/220665136/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
