sample,read_id,allele,CAG_count,Upstream_insertions_bp,Upstream_matches_bp,Upstream_complexity,Repeat_insertions_bp,Repeat_matches_bp,Repeat_complexity,Downstream_insertions_bp,Downstream_matches_bp,Downstream_complexity,Total_insertions_bp,Total_matches_bp,Total_complexity,Structural_pattern,Read_length
H3,m84137_260214_004236_s1/8981106/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/66718450/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/85918283/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/78643515/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/93652830/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/108857600/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/115081421/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/115869254/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/168167950/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/218302460/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/220398392/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/221447608/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/264111250/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/246285223/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/264963614/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/24975125/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/9245169/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/72882047/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/76223213/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/96604863/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/125702498/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/126029736/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/141955557/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/143397354/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/143199557/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/220665136/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/224072303/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/224727302/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/181932328/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/243077455/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/99224524/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/169739575/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/129504081/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/201330678/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/211422977/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/209652480/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/253428658/ccs,1,19,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/170919652/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/133104628/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/66849233/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/77793647/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/253952346/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/178128936/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/228331482/ccs,1,20,0,0,0,108,193,0.3588039867109635,0,0,0.0,108,193,0.3588039867109635,Repeat-enriched,301
H3,m84137_260214_004236_s1/73139697/ccs,1,20,0,0,0,109,193,0.3609271523178808,0,0,0.0,109,193,0.3609271523178808,Repeat-enriched,302
H3,m84137_260214_004236_s1/66127677/ccs,1,20,0,0,0,109,193,0.3609271523178808,0,0,0.0,109,193,0.3609271523178808,Repeat-enriched,302
H3,m84137_260214_004236_s1/33361263/ccs,1,20,0,0,0,109,193,0.3609271523178808,0,0,0.0,109,193,0.3609271523178808,Repeat-enriched,302
H3,m84137_260214_004236_s1/52102251/ccs,1,20,0,0,0,109,193,0.3609271523178808,0,0,0.0,109,193,0.3609271523178808,Repeat-enriched,302
H3,m84137_260214_004236_s1/155520328/ccs,1,20,0,0,0,109,193,0.3609271523178808,0,0,0.0,109,193,0.3609271523178808,Repeat-enriched,302
H3,m84137_260214_004236_s1/267256524/ccs,1,20,0,0,0,110,193,0.36303630363036304,0,0,0.0,110,193,0.36303630363036304,Repeat-enriched,303
H3,m84137_260214_004236_s1/120853670/ccs,1,20,0,0,0,110,193,0.36303630363036304,0,0,0.0,110,193,0.36303630363036304,Repeat-enriched,303
H3,m84137_260214_004236_s1/131928063/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/83629820/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/70714020/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/89129790/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/102433371/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/109250625/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/105579940/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/113444533/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/151849857/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/140575530/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/162595348/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/222625999/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/213778685/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/244713401/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/3477617/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/249365034/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/250743647/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/11408685/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/68294507/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/73470875/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/125703539/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/110236700/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/137169964/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/144643218/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/174789944/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/178523241/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/220859829/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/206114347/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/253891911/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/215487321/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/210763869/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/246418003/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/152768599/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/47321151/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/77533705/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/265815010/ccs,1,21,0,0,0,114,190,0.375,0,0,0.0,114,190,0.375,Repeat-enriched,304
H3,m84137_260214_004236_s1/63444072/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/25690722/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/57082055/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/44173289/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/75432748/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/197395930/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/162928083/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/23790099/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/24053802/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/50397737/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/59769514/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/44368322/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/73662647/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/83165595/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/202115982/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/12521611/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/235280173/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/151851683/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/115150992/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/166203175/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/237572508/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/237769504/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/233116119/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/234163790/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/217519902/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/159321981/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/166924015/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/148900728/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/249038310/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/253627492/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/224002635/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/246879617/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/14615532/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/68616481/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/97651186/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/190449792/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/207095814/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/237964250/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/105647659/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/225121335/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/266145484/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/22940192/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/26871481/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/34997219/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/33161889/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/57805427/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/85789095/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/109054587/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/110364148/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/158598698/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/154600198/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/190186193/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/150143533/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/209519873/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/227476204/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/243532218/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/5640660/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/20255036/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/250282078/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/21958407/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/11078980/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/55448456/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/90180677/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/78777898/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/121639165/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/159057336/ccs,1,20,0,0,0,111,193,0.3651315789473684,0,0,0.0,111,193,0.3651315789473684,Repeat-enriched,304
H3,m84137_260214_004236_s1/136319382/ccs,1,20,0,0,0,112,193,0.36721311475409835,0,0,0.0,112,193,0.36721311475409835,Repeat-enriched,305
H3,m84137_260214_004236_s1/65601626/ccs,1,20,0,0,0,112,193,0.36721311475409835,0,0,0.0,112,193,0.36721311475409835,Repeat-enriched,305
H3,m84137_260214_004236_s1/106890583/ccs,1,21,0,0,0,115,190,0.3770491803278688,0,0,0.0,115,190,0.3770491803278688,Repeat-enriched,305
H3,m84137_260214_004236_s1/94177653/ccs,1,20,0,0,0,112,193,0.36721311475409835,0,0,0.0,112,193,0.36721311475409835,Repeat-enriched,305
H3,m84137_260214_004236_s1/220201284/ccs,1,20,0,0,0,112,193,0.36721311475409835,0,0,0.0,112,193,0.36721311475409835,Repeat-enriched,305
H3,m84137_260214_004236_s1/72419124/ccs,1,20,0,0,0,112,193,0.36721311475409835,0,0,0.0,112,193,0.36721311475409835,Repeat-enriched,305
H3,m84137_260214_004236_s1/68751211/ccs,1,20,0,0,0,113,193,0.369281045751634,0,0,0.0,113,193,0.369281045751634,Repeat-enriched,306
H3,m84137_260214_004236_s1/218172527/ccs,1,20,0,0,0,113,193,0.369281045751634,0,0,0.0,113,193,0.369281045751634,Repeat-enriched,306
H3,m84137_260214_004236_s1/147195519/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/217189933/ccs,1,21,0,0,0,117,190,0.3811074918566775,0,0,0.0,117,190,0.3811074918566775,Repeat-enriched,307
H3,m84137_260214_004236_s1/42468910/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/258084312/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/202704595/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/229771790/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/231211394/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/216468442/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/265226476/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/18945360/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/5640016/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/8394369/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/26415487/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
H3,m84137_260214_004236_s1/27137011/ccs,1,21,0,0,0,114,193,0.3713355048859935,0,0,0.0,114,193,0.3713355048859935,Repeat-enriched,307
